iter	Logloss
300	0.649197384
301	0.6490582386
302	0.6489577415
303	0.6488663589
304	0.6487685251
305	0.6486024503
306	0.6485590672
307	0.6483876657
308	0.6482575166
309	0.6481178977
310	0.6479971591
311	0.6478335701
312	0.6477223011
313	0.647610322
314	0.6475217803
315	0.6474015743
316	0.6472810724
317	0.6471478456
318	0.6470425545
319	0.6469296283
320	0.6467770478
321	0.6467537879
322	0.6466480824
323	0.6465187618
324	0.6464120502
325	0.6462524266
326	0.6461315696
327	0.6460363991
328	0.6459206321
329	0.6458181818
330	0.6457014086
331	0.6455374053
332	0.6454063684
333	0.6453174716
334	0.645186849
335	0.6450237334
336	0.6449501657
337	0.6448031487
338	0.6446609848
339	0.6445600142
340	0.6444149503
341	0.6442714252
342	0.6441427557
343	0.6440540956
344	0.6439059541
345	0.6438245739
346	0.6437277462
347	0.643590554
348	0.6434624171
349	0.643392223
350	0.643240767
351	0.6431325166
352	0.6430214252
353	0.6429070194
354	0.6428113755
355	0.6426341146
356	0.642542732
357	0.6424105705
358	0.6423454664
359	0.6421891572
360	0.642119259
361	0.642032197
362	0.641905303
363	0.6417827888
364	0.6416529356
365	0.6415557528
366	0.6414488045
367	0.6413179451
368	0.6411827652
369	0.6410665246
370	0.6409567945
371	0.6408673059
372	0.6407481652
373	0.640574929
374	0.6404197443
375	0.6403242188
376	0.6402325402
377	0.6400871804
378	0.6399526515
379	0.639809008
380	0.6396846591
381	0.6395199455
382	0.6393908026
383	0.6392832623
384	0.6392010535
385	0.6390841027
386	0.6389506392
387	0.6388001894
388	0.6386946023
389	0.6385954664
390	0.6384509943
391	0.6384297467
392	0.6383154593
393	0.6381835938
394	0.6380456913
395	0.6379279119
396	0.6378270597
397	0.6377138968
398	0.6375934541
399	0.6374802912
400	0.6373696733
401	0.6372611861
402	0.6371596236
403	0.6370588897
404	0.6369756747
405	0.636975142
406	0.6368234493
407	0.6368221473
408	0.6366482599
409	0.6365381155
410	0.6363602628
411	0.6362414773
412	0.6361377249
413	0.6360274621
414	0.6359308712
415	0.635859375
416	0.6357715436
417	0.6356888021
418	0.6355890152
419	0.6355005327
420	0.6353737571
421	0.6352840909
422	0.6351806345
423	0.6351115057
424	0.634984375
425	0.6348752959
426	0.634802616
427	0.634682706
428	0.6345299479
429	0.6344669744
430	0.634370857
431	0.634282197
432	0.6341866714
433	0.6340332623
434	0.6339124645
435	0.633771366
436	0.6336509825
437	0.6335556937
438	0.6334903527
439	0.6333739347
440	0.6331919389
441	0.6330965317
442	0.6330088778
443	0.6329090317
444	0.6327921993
445	0.6326600379
446	0.6325078717
447	0.6324041193
448	0.6322859257
449	0.6321351207
450	0.632016276
451	0.6319174361
452	0.6317982955
453	0.6317165009
454	0.6316304451
455	0.6315361624
456	0.6314255445
457	0.6313169981
458	0.6311963778
459	0.6310208925
460	0.6308713305
461	0.6307498224
462	0.6306167732
463	0.6305113636
464	0.6303850616
465	0.6303077652
466	0.6302175663
467	0.630148911
468	0.6300375237
469	0.6299056581
470	0.629800367
471	0.6297052557
472	0.6295826231
473	0.6294825994
474	0.6294772135
475	0.6293496686
476	0.6292314749
477	0.6291232836
478	0.6290260417
479	0.6289456676
480	0.6288592566
481	0.628735026
482	0.6286284328
483	0.6285195904
484	0.6284415246
485	0.6282670455
486	0.6282034209
487	0.6280999053
488	0.6279970407
489	0.6279060133
490	0.6278006629
491	0.6276493253
492	0.6275255682
493	0.6275094697
494	0.6273992069
495	0.6272621922
496	0.62719259
497	0.6270774148
498	0.6269925426
499	0.6268419744
500	0.6267082741
501	0.6265855824
502	0.6264412879
503	0.6263880208
504	0.6262389323
505	0.6261768466
506	0.6261019768
507	0.6259830137
508	0.6258736387
509	0.6257666903
510	0.625699633
511	0.6256931226
512	0.6256166548
513	0.6255241477
514	0.6253929924
515	0.6253112571
516	0.6252160866
517	0.6251433475
518	0.625037642
519	0.6249488636
520	0.6247903646
521	0.6247037169
522	0.6247027699
523	0.6245613755
524	0.624448982
525	0.6243665956
526	0.6242604759
527	0.6241520478
528	0.6240508404
529	0.6239040009
530	0.6237527225
531	0.6236315696
532	0.6235053267
533	0.6234174361
534	0.6232978812
535	0.6231801018
536	0.6230907907
537	0.6229948509
538	0.6228582505
539	0.6227208807
540	0.6225809659
541	0.6224447206
542	0.6223509115
543	0.622264678
544	0.6221616951
545	0.6219960937
546	0.6218509706
547	0.6217427202
548	0.6216429924
549	0.6215345644
550	0.6214526515
551	0.6213406132
552	0.6212105232
553	0.6210811435
554	0.6210086411
555	0.6208605587
556	0.6207591146
557	0.6206747159
558	0.6205336766
559	0.6204040009
560	0.6203187145
561	0.6202240767
562	0.620112571
563	0.6200120147
564	0.6199325876
565	0.6198493726
566	0.6197690578
567	0.6196382576
568	0.6195259825
569	0.6194215791
570	0.6193378906
571	0.6192245502
572	0.6191320431
573	0.619131688
574	0.6189865057
575	0.6188625118
576	0.6187700639
577	0.6186464252
578	0.6185005919
579	0.6183792614
580	0.6182542614
581	0.6181727036
582	0.6180384706
583	0.6179234138
584	0.6178036222
585	0.6177320668
586	0.617625947
587	0.6174934304
588	0.6173709162
589	0.6172695904
590	0.6171490294
591	0.6170029593
592	0.6169291548
593	0.616928563
594	0.6168132694
595	0.6167272727
596	0.6165833333
597	0.6164754972
598	0.6163507931
599	0.6162351444
600	0.6161476681
601	0.6160085227
602	0.6158982008
603	0.615823035
604	0.6157048414
605	0.6156262429
606	0.6155257457
607	0.6154182055
608	0.6153159328
609	0.6151803385
610	0.6150387666
611	0.6149271425
612	0.6148323864
613	0.6147336648
614	0.61465625
615	0.614652107
616	0.6145456913
617	0.6144609375
618	0.6143805634
619	0.6143058712
620	0.6141978575
621	0.6140770005
622	0.6139254261
623	0.6138117306
624	0.6136929451
625	0.6135890743
626	0.6134641927
627	0.6133545218
628	0.6132565696
629	0.6131603338
630	0.6130677083
631	0.6129646662
632	0.6128591974
633	0.6127652699
634	0.6126231061
635	0.6125005327
636	0.6124366714
637	0.6123535748
638	0.612293679
639	0.6121577888
640	0.6120295928
641	0.6119245975
642	0.6118185369
643	0.6117108191
644	0.6116309186
645	0.6115502486
646	0.6114085582
647	0.611292081
648	0.6111860795
649	0.6111237571
650	0.6109966264
651	0.6109025805
652	0.6107869318
653	0.6107865767
654	0.6106763139
655	0.6106279593
656	0.6105379972
657	0.6104324692
658	0.6103235677
659	0.6102382813
660	0.610137429
661	0.6100531487
662	0.6099402817
663	0.6098455848
664	0.6097299361
665	0.6095880682
666	0.6094929569
667	0.6093579545
668	0.6092211766
669	0.6091379025
670	0.609104581
671	0.6090171638
672	0.6089119318
673	0.6087958097
674	0.6087045455
675	0.6086191406
676	0.6085174006
677	0.6084391572
678	0.6083004261
679	0.6082023556
680	0.6081947206
681	0.608115767
682	0.6080032552
683	0.607847242
684	0.6077041903
685	0.6076373106
686	0.607545928
687	0.6073892045
688	0.6072921993
689	0.6072097538
690	0.6070888376
691	0.6069791075
692	0.6068850616
693	0.6067875829
694	0.6066493845
695	0.6065557528
696	0.6064647254
697	0.6064202178
698	0.6062843868
699	0.6061940104
700	0.6061274266
701	0.606032848
702	0.6059411695
703	0.6058309067
704	0.6057058475
705	0.6056180161
706	0.6055121922
707	0.6054316406
708	0.6053136837
709	0.6051919389
710	0.605120206
711	0.6049991714
712	0.6049137074
713	0.604818892
714	0.6047067353
715	0.604564098
716	0.6045638613
717	0.6044678622
718	0.6043539299
719	0.6042743845
720	0.6041899266
721	0.6040909091
722	0.6040439157
723	0.6039348958
724	0.6038685488
725	0.6038016098
726	0.6037334872
727	0.6035994318
728	0.6034707623
729	0.6033684896
730	0.6032835582
731	0.6031471946
732	0.6030875947
733	0.6029718868
734	0.6028944721
735	0.6027846828
736	0.6026921165
737	0.6026147609
738	0.6025149148
739	0.6025031368
740	0.6023427438
741	0.6022263849
742	0.6021407434
743	0.6020804332
744	0.6019972775
745	0.6018877249
746	0.6017514205
747	0.6016887429
748	0.6016115057
749	0.6014739583
750	0.6013832268
751	0.6013126776
752	0.6011465436
753	0.6010339725
754	0.6009427083
755	0.6007850971
756	0.6006967921
757	0.6005476444
758	0.6004287997
759	0.6003279474
760	0.6002212358
761	0.6001986861
762	0.600134233
763	0.6000200047
764	0.5999128788
765	0.5997867543
766	0.5997002841
767	0.5995997869
768	0.5995133168
769	0.5994567353
770	0.5993828717
771	0.5992874645
772	0.5991638849
773	0.5991636482
774	0.5990128433
775	0.5989382694
776	0.5988386009
777	0.5987026515
778	0.5985635653
779	0.5984695786
780	0.5983499053
781	0.5983454072
782	0.5982610085
783	0.5981430516
784	0.5980767045
785	0.5979730705
786	0.597874053
787	0.5977779356
788	0.5976873224
789	0.5975677083
790	0.5974778054
791	0.5973942945
792	0.5973910393
793	0.5973035038
794	0.5972053149
795	0.5970881274
796	0.5970398319
797	0.5969091501
798	0.5968446378
799	0.5967660985
800	0.5966859612
801	0.5965556345
802	0.5964617661
803	0.5963560014
804	0.5962906605
805	0.5962022372
806	0.5960872396
807	0.5959830137
808	0.5959137074
809	0.5958296638
810	0.5957030066
811	0.5956405658
812	0.5955359257
813	0.5954394531
814	0.595301018
815	0.5952181581
816	0.5951308002
817	0.5950084044
818	0.5949105114
819	0.5948512666
820	0.5948399621
821	0.5947469815
822	0.5946000237
823	0.5944714134
824	0.594385831
825	0.5942824929
826	0.5941659564
827	0.5940931581
828	0.5940011245
829	0.5939337121
830	0.5938132102
831	0.5937018821
832	0.5935939867
833	0.5935936908
834	0.5934450166
835	0.5934447798
836	0.5933606179
837	0.5932467448
838	0.5931464252
839	0.5930410748
840	0.5929752604
841	0.592898911
842	0.5927702415
843	0.5926574337
844	0.5925440933
845	0.5924296875
846	0.5923534564
847	0.5922658617
848	0.5921802794
849	0.5920928622
850	0.5919961529
851	0.5918459399
852	0.5917529593
853	0.5916591501
854	0.5915643348
855	0.5914597538
856	0.5913439276
857	0.5912578717
858	0.5911236979
859	0.5910224905
860	0.5909454309
861	0.5908319129
862	0.5907589962
863	0.5906760772
864	0.5905784801
865	0.5904602865
866	0.5904495147
867	0.5903710937
868	0.5903014323
869	0.590239465
870	0.5901292022
871	0.5900566406
872	0.5899827178
873	0.5898429806
874	0.5897263258
875	0.5896345881
876	0.5894927794
877	0.5894039418
878	0.5893009588
879	0.5891561316
880	0.5890897846
881	0.5890242661
882	0.5889408736
883	0.5888514441
884	0.5887408262
885	0.5886525805
886	0.5885718513
887	0.5884534801
888	0.5883758286
889	0.5883256392
890	0.5883227391
891	0.5882275687
892	0.5881341146
893	0.5880529119
894	0.5879486861
895	0.5878394886
896	0.5877368016
897	0.5876354167
898	0.5875514323
899	0.5874164891
900	0.5873393111
901	0.5872647964
902	0.587168383
903	0.5870617898
904	0.586973544
905	0.5868849432
906	0.5867775213
907	0.5867660985
908	0.5867011127
909	0.5866080137
910	0.5865171046
911	0.5864430634
912	0.5863538116
913	0.5862511837
914	0.5861335819
915	0.5860534446
916	0.5860501302
917	0.5859574455
918	0.585913589
919	0.5857756866
920	0.5856875592
921	0.5855795455
922	0.5854487453
923	0.5853434541
924	0.5852284564
925	0.5851289063
926	0.585022313
927	0.5849546046
928	0.5848847064
929	0.5848747041
930	0.5847866951
931	0.5847074455
932	0.5845807292
933	0.5845770005
934	0.5845119555
935	0.5844517045
936	0.5844517045
937	0.5843699692
938	0.5842792377
939	0.5842460938
940	0.5841279593
941	0.5840821496
942	0.5840072798
943	0.5839109848
944	0.5838491359
945	0.5837399384
946	0.5836957268
947	0.5836246449
948	0.5835435606
949	0.5834089134
950	0.5833387192
951	0.5832063802
952	0.5831406842
953	0.5830595407
954	0.5829991714
955	0.5829334162
956	0.5828370028
957	0.5827585227
958	0.5827157315
959	0.5826219223
960	0.5825250947
961	0.5824522372
962	0.5823694957
963	0.5822993608
964	0.5821959635
965	0.5821018584
966	0.5820147964
967	0.5819044152
968	0.5818387784
969	0.5817533736
970	0.5816378433
971	0.5815455137
972	0.5814782197
973	0.5813680161
974	0.5812568655
975	0.581159742
976	0.5810548651
977	0.5809884588
978	0.5808986151
979	0.580810902
980	0.580696437
981	0.5806063565
982	0.5805535038
983	0.580473544
984	0.5804705848
985	0.5803612689
986	0.5802304687
987	0.5802273911
988	0.5802125947
989	0.5802088068
990	0.5801222775
991	0.5800129616
992	0.5798996212
993	0.5797975852
994	0.5796979167
995	0.5795224313
996	0.5794263731
997	0.5793163471
998	0.5792460938
999	0.5791229285
